strain	loc
hCoV-19_USA_CT-Yale-2823|2021-03-21	CT
hCoV-19_USA_CT-Yale-2840|2021-03-22	CT
hCoV-19_USA_CT-Yale-2841|2021-03-21	CT
hCoV-19_USA_CT-Yale-2842|2021-03-22	CT
hCoV-19_USA_CT-Yale-2843|2021-03-22	CT
hCoV-19_USA_CT-Yale-2847|2021-03-21	CT
hCoV-19_USA_CT-Yale-2849|2021-03-21	CT
hCoV-19_USA_CT-Yale-2850|2021-03-22	CT
hCoV-19_USA_CT-Yale-2857|2021-03-21	CT
hCoV-19_USA_CT-Yale-2858|2021-03-22	CT
hCoV-19_USA_CT-Yale-2860|2021-03-21	CT
hCoV-19_USA_CT-Yale-2861|2021-03-22	CT
hCoV-19_USA_CT-Yale-2954|2021-03-25	CT
hCoV-19_USA_CT-Yale-2957|2021-03-24	CT
hCoV-19_USA_CT-CDC-QDX23012448|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23012442|2021-03-14	CT
hCoV-19_USA_CT-CDC-QDX23012498|2021-03-15	CT
hCoV-19_USA_CT-CDCBI-CRSP_02044|2021-03-25	CT
hCoV-19_USA_CT-CDCBI-CRSP_02094|2021-03-24	CT
hCoV-19_USA_CT-Yale-3114|2021-03-24	CT
hCoV-19_USA_CT-Yale-3115|2021-03-25	CT
hCoV-19_USA_CT-Yale-3116|2021-03-24	CT
hCoV-19_USA_CT-Yale-3118|2021-03-25	CT
hCoV-19_USA_CT-Yale-3119|2021-03-25	CT
hCoV-19_USA_CT-Yale-3123|2021-03-26	CT
hCoV-19_USA_CT-Yale-3124|2021-03-27	CT
hCoV-19_USA_CT-Yale-3127|2021-03-26	CT
hCoV-19_USA_CT-Yale-3128|2021-03-27	CT
hCoV-19_USA_CT-Yale-3130|2021-03-25	CT
hCoV-19_USA_CT-Yale-3132|2021-03-26	CT
hCoV-19_USA_CT-Yale-3137|2021-03-26	CT
hCoV-19_USA_CT-Yale-3138|2021-03-25	CT
hCoV-19_USA_CT-Yale-3141|2021-03-26	CT
hCoV-19_USA_CT-Yale-3143|2021-03-25	CT
hCoV-19_USA_CT-Yale-3144|2021-03-26	CT
hCoV-19_USA_CT-Yale-3145|2021-03-26	CT
hCoV-19_USA_CT-Yale-3147|2021-03-25	CT
hCoV-19_USA_CT-Yale-3148|2021-03-25	CT
hCoV-19_USA_CT-Yale-3151|2021-03-25	CT
hCoV-19_USA_CT-Yale-3156|2021-03-26	CT
hCoV-19_USA_CT-Yale-3161|2021-03-26	CT
hCoV-19_USA_CT-Yale-3175|2021-03-27	CT
hCoV-19_USA_CT-Yale-3184|2021-03-26	CT
hCoV-19_USA_CT-Yale-3187|2021-03-27	CT
hCoV-19_USA_CT-Yale-3189|2021-03-26	CT
hCoV-19_USA_CT-Yale-3192|2021-03-27	CT
hCoV-19_USA_CT-Yale-3193|2021-03-27	CT
hCoV-19_USA_CT-Yale-3196|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000943|2021-04-10	CT
hCoV-19_USA_CT-JAX-JAX000936|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000841|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000863|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000798|2021-04-04	CT
hCoV-19_USA_CT-JAX-JAX000799|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000807|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000811|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000815|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000816|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000821|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000822|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000829|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000840|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000843|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000861|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000865|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000870|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000882|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000888|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000902|2021-04-04	CT
hCoV-19_USA_CT-JAX-JAX000907|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000916|2021-04-10	CT
hCoV-19_USA_CT-JAX-JAX000923|2021-04-09	CT
hCoV-19_USA_CT-JAX-JAX000928|2021-04-10	CT
hCoV-19_USA_CT-JAX-JAX000939|2021-04-09	CT
hCoV-19_USA_CT-JAX-JAX000801|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000802|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000805|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000808|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000810|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000823|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000850|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000853|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000855|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000857|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000864|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000871|2021-04-04	CT
hCoV-19_USA_CT-JAX-JAX000873|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000878|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000879|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000886|2021-04-04	CT
hCoV-19_USA_CT-JAX-JAX000891|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000894|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000895|2021-04-06	CT
hCoV-19_USA_CT-CDC-ASC210012645|2021-03-19	CT
hCoV-19_USA_CT-Yale-3237|2021-03-26	CT
hCoV-19_USA_CT-Yale-3239|2021-03-26	CT
hCoV-19_USA_CT-Yale-3242|2021-03-26	CT
hCoV-19_USA_CT-Yale-3243|2021-03-26	CT
hCoV-19_USA_CT-Yale-3244|2021-03-25	CT
hCoV-19_USA_CT-Yale-3246|2021-03-25	CT
hCoV-19_USA_CT-Yale-3247|2021-03-26	CT
hCoV-19_USA_CT-Yale-3248|2021-03-25	CT
hCoV-19_USA_CT-Yale-3251|2021-03-26	CT
hCoV-19_USA_CT-Yale-3252|2021-03-26	CT
hCoV-19_USA_CT-Yale-3253|2021-03-26	CT
hCoV-19_USA_CT-Yale-3254|2021-03-27	CT
hCoV-19_USA_CT-Yale-3255|2021-03-26	CT
hCoV-19_USA_CT-Yale-3258|2021-03-25	CT
hCoV-19_USA_CT-Yale-3261|2021-03-26	CT
hCoV-19_USA_CT-Yale-3594|2021-04-02	CT
hCoV-19_USA_CT-Yale-3595|2021-04-02	CT
hCoV-19_USA_CT-Yale-3601|2021-03-29	CT
hCoV-19_USA_CT-Yale-3603|2021-04-08	CT
hCoV-19_USA_CT-Yale-3604|2021-04-08	CT
hCoV-19_USA_CT-Yale-3605|2021-04-09	CT
hCoV-19_USA_CT-CDC-LC0040817|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0041156|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0041144|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0040940|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0040914|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0040910|2021-04-07	CT
hCoV-19_USA_CT-CDC-LC0040855|2021-04-07	CT
hCoV-19_USA_CT-CDC-LC0040900|2021-04-09	CT
hCoV-19_USA_CT-CDC-LC0040941|2021-04-09	CT
hCoV-19_USA_CT-CDC-LC0040911|2021-04-09	CT
hCoV-19_USA_CT-CDC-LC0040791|2021-04-10	CT
hCoV-19_USA_CT-CDC-LC0041168|2021-04-10	CT
hCoV-19_USA_CT-CDC-LC0040823|2021-04-10	CT
hCoV-19_USA_CT-CDC-LC0041075|2021-04-10	CT
hCoV-19_USA_CT-CDC-LC0040980|2021-04-10	CT
hCoV-19_USA_CT-CDC-LC0041441|2021-04-12	CT
hCoV-19_USA_CT-CDC-LC0042117|2021-04-01	CT
hCoV-19_USA_CT-CDC-LC0042867|2021-04-06	CT
hCoV-19_USA_CT-CDC-ASC210025462|2021-03-29	CT
hCoV-19_USA_CT-CDC-ASC210025466|2021-03-28	CT
hCoV-19_USA_CT-CDC-IBX571904292511|2021-03-23	CT
hCoV-19_USA_CT-CDC-STM-000048956|2021-04-02	CT
hCoV-19_USA_CT-Yale-2412|2021-03-11	CT
hCoV-19_USA_CT-Yale-2421|2021-03-09	CT
hCoV-19_USA_CT-Yale-2424|2021-03-09	CT
hCoV-19_USA_CT-Yale-2425|2021-03-09	CT
hCoV-19_USA_CT-Yale-2426|2021-03-09	CT
hCoV-19_USA_CT-Yale-2434|2021-03-09	CT
hCoV-19_USA_CT-Yale-2440|2021-03-09	CT
hCoV-19_USA_CT-Yale-2450|2021-03-09	CT
hCoV-19_USA_CT-Yale-2454|2021-03-09	CT
hCoV-19_USA_CT-Yale-2459|2021-03-11	CT
hCoV-19_USA_CT-Yale-2470|2021-03-11	CT
hCoV-19_USA_CT-Yale-2473|2021-03-11	CT
hCoV-19_USA_CT-Yale-2474|2021-03-11	CT
hCoV-19_USA_CT-Yale-2476|2021-03-11	CT
hCoV-19_USA_CT-Yale-2477|2021-03-11	CT
hCoV-19_USA_CT-Yale-2479|2021-03-11	CT
hCoV-19_USA_CT-Yale-2480|2021-03-11	CT
hCoV-19_USA_CT-Yale-2487|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000457|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000458|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000460|2021-03-26	CT
hCoV-19_USA_CT-JAX-JAX000464|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000465|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000470|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000477|2021-03-26	CT
hCoV-19_USA_CT-JAX-JAX000479|2021-03-21	CT
hCoV-19_USA_CT-JAX-JAX000482|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000486|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000487|2021-03-21	CT
hCoV-19_USA_CT-JAX-JAX000488|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000489|2021-03-21	CT
hCoV-19_USA_CT-JAX-JAX000491|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000637|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000640|2021-03-25	CT
hCoV-19_USA_CT-CDC-QDX22754155|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22864126|2021-03-10	CT
hCoV-19_USA_CT-CDC-QDX22865335|2021-03-10	CT
hCoV-19_USA_CT-CDC-LC0026986|2021-03-07	CT
hCoV-19_USA_CT-CDC-QDX22947782|2021-03-14	CT
hCoV-19_USA_CT-CDC-QDX22947881|2021-03-14	CT
hCoV-19_USA_CT-CDC-QDX22948095|2021-03-14	CT
hCoV-19_USA_CT-CDC-QDX22785048|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22784665|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784952|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22784618|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784700|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784714|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22785244|2021-03-09	CT
hCoV-19_USA_CT-Yale-2770|2021-03-19	CT
hCoV-19_USA_CT-Yale-2776|2021-03-20	CT
hCoV-19_USA_CT-Yale-2778|2021-03-19	CT
hCoV-19_USA_CT-Yale-2779|2021-03-21	CT
hCoV-19_USA_CT-Yale-2782|2021-03-18	CT
hCoV-19_USA_CT-Yale-2809|2021-03-21	CT
hCoV-19_USA_CT-Yale-2810|2021-03-19	CT
hCoV-19_USA_CT-Yale-2818|2021-03-19	CT
hCoV-19_USA_CT-Yale-2819|2021-03-19	CT
hCoV-19_USA_CT-Yale-2831|2021-03-22	CT
hCoV-19_USA_CT-CDCBI-CRSP_01617|2021-03-19	CT
hCoV-19_USA_CT-CDCBI-CRSP_01737|2021-03-17	CT
hCoV-19_USA_CT-CDCBI-CRSP_01744|2021-03-17	CT
hCoV-19_USA_CT-JAX-JAX000743|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000744|2021-03-30	CT
hCoV-19_USA_CT-JAX-JAX000745|2021-04-02	CT
hCoV-19_USA_CT-JAX-JAX000746|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000748|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000750|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000751|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000755|2021-04-02	CT
hCoV-19_USA_CT-JAX-JAX000759|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000760|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000761|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000764|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000773|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000774|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000778|2021-04-01	CT
hCoV-19_USA_CT-CDC-LC0030758|2021-03-15	CT
hCoV-19_USA_CT-CDC-LC0030525|2021-03-15	CT
hCoV-19_USA_CT-CDC-ASC210002863|2021-03-06	CT
hCoV-19_USA_CT-CDC-ASC210014664|2021-03-21	CT
hCoV-19_USA_CT-CDC-ASC210014869|2021-03-22	CT
hCoV-19_USA_CT-CDC-ASC210018516|2021-03-24	CT
hCoV-19_USA_CT-CDC-QDX23012967|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23012979|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23089644|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23173497|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23174179|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23176428|2021-03-18	CT
hCoV-19_USA_CT-CDC-QDX23177444|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23012639|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23012468|2021-03-15	CT
hCoV-19_USA_CT-CDC-ASC210018084|2021-03-24	CT
hCoV-19_USA_CT-CDC-STM-000045571|2021-03-27	CT
hCoV-19_USA_CT-CDC-QDX23354523|2021-03-21	CT
hCoV-19_USA_CT-Yale-3091|2021-03-25	CT
hCoV-19_USA_CT-Yale-3093|2021-03-24	CT
hCoV-19_USA_CT-Yale-3094|2021-03-24	CT
hCoV-19_USA_CT-Yale-3096|2021-03-24	CT
hCoV-19_USA_CT-Yale-3097|2021-03-25	CT
hCoV-19_USA_CT-Yale-3098|2021-03-25	CT
hCoV-19_USA_CT-Yale-3101|2021-03-25	CT
hCoV-19_USA_CT-Yale-3105|2021-03-25	CT
hCoV-19_USA_CT-Yale-3106|2021-03-24	CT
hCoV-19_USA_CT-Yale-3107|2021-03-25	CT
hCoV-19_USA_CT-Yale-3109|2021-03-25	CT
hCoV-19_USA_CT-Yale-3110|2021-03-24	CT
hCoV-19_USA_CT-Yale-3152|2021-03-27	CT
hCoV-19_USA_CT-Yale-3154|2021-03-26	CT
hCoV-19_USA_CT-Yale-3155|2021-03-26	CT
hCoV-19_USA_CT-Yale-3164|2021-03-25	CT
hCoV-19_USA_CT-Yale-3165|2021-03-25	CT
hCoV-19_USA_CT-Yale-3168|2021-03-27	CT
hCoV-19_USA_CT-Yale-3174|2021-03-26	CT
hCoV-19_USA_CT-CDC-LC0036255|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000898|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000901|2021-04-07	CT
hCoV-19_USA_CT-JAX-JAX000905|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000921|2021-04-10	CT
hCoV-19_USA_CT-JAX-JAX000922|2021-04-09	CT
hCoV-19_USA_CT-JAX-JAX000924|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000929|2021-04-09	CT
hCoV-19_USA_CT-JAX-JAX000937|2021-04-10	CT
hCoV-19_USA_CT-JAX-JAX000951|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000931|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000812|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000875|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000880|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000883|2021-04-05	CT
hCoV-19_USA_CT-JAX-JAX000846|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000800|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000803|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000813|2021-04-06	CT
hCoV-19_USA_CT-CDC-ASC210011941|2021-03-19	CT
hCoV-19_USA_CT-CDC-ASC210047969|2021-04-06	CT
hCoV-19_USA_CT-CDC-QDX23654246|2021-04-03	CT
hCoV-19_USA_CT-Yale-3263|2021-03-26	CT
hCoV-19_USA_CT-Yale-3266|2021-03-27	CT
hCoV-19_USA_CT-Yale-3268|2021-03-26	CT
hCoV-19_USA_CT-Yale-3270|2021-03-25	CT
hCoV-19_USA_CT-Yale-3273|2021-03-27	CT
hCoV-19_USA_CT-Yale-3274|2021-03-28	CT
hCoV-19_USA_CT-Yale-3275|2021-03-28	CT
hCoV-19_USA_CT-Yale-3276|2021-03-28	CT
hCoV-19_USA_CT-Yale-3277|2021-03-29	CT
hCoV-19_USA_CT-Yale-3279|2021-03-28	CT
hCoV-19_USA_CT-Yale-3280|2021-03-27	CT
hCoV-19_USA_CT-Yale-3281|2021-03-27	CT
hCoV-19_USA_CT-Yale-3283|2021-03-28	CT
hCoV-19_USA_CT-Yale-3284|2021-03-28	CT
hCoV-19_USA_CT-Yale-3285|2021-03-28	CT
hCoV-19_USA_CT-Yale-3286|2021-03-28	CT
hCoV-19_USA_CT-Yale-3288|2021-03-28	CT
hCoV-19_USA_CT-Yale-3291|2021-03-28	CT
hCoV-19_USA_CT-Yale-3294|2021-03-27	CT
hCoV-19_USA_CT-Yale-3295|2021-03-27	CT
hCoV-19_USA_CT-Yale-3296|2021-03-27	CT
hCoV-19_USA_CT-Yale-3297|2021-03-27	CT
hCoV-19_USA_CT-Yale-3298|2021-03-27	CT
hCoV-19_USA_CT-Yale-3300|2021-03-29	CT
hCoV-19_USA_CT-Yale-3462|2021-03-26	CT
hCoV-19_USA_CT-Yale-3468|2021-04-01	CT
hCoV-19_USA_CT-Yale-3469|2021-04-03	CT
hCoV-19_USA_CT-CDC-LC0041025|2021-04-10	CT
hCoV-19_USA_CT-CDC-LC0041237|2021-04-07	CT
hCoV-19_USA_CT-CDC-ASC210025512|2021-03-29	CT
hCoV-19_USA_CT-CDC-ASC210027385|2021-03-30	CT
hCoV-19_USA_CT-CDC-ASC210045726|2021-04-05	CT
hCoV-19_USA_CT-CDC-ASC210038635|2021-03-31	CT
hCoV-19_USA_CT-CDC-QDX23678349|2021-04-05	CT
hCoV-19_USA_CT-CDC-QDX23678217|2021-03-31	CT
hCoV-19_USA_CT-CDC-QDX23678258|2021-04-05	CT
hCoV-19_USA_CT-CDC-ASC210040222|2021-04-01	CT
hCoV-19_USA_CT-Yale-2389|2021-03-10	CT
hCoV-19_USA_CT-Yale-2392|2021-03-10	CT
hCoV-19_USA_CT-Yale-2401|2021-03-11	CT
hCoV-19_USA_CT-Yale-2402|2021-03-11	CT
hCoV-19_USA_CT-Yale-2404|2021-03-11	CT
hCoV-19_USA_CT-Yale-2408|2021-03-11	CT
hCoV-19_USA_CT-JAX-JAX000600|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000601|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000608|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000609|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000611|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000614|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000615|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000617|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000620|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000628|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000633|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000635|2021-03-24	CT
hCoV-19_USA_CT-CDC-QDX22752491|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22865642|2021-03-10	CT
hCoV-19_USA_CT-CDC-QDX22864146|2021-03-10	CT
hCoV-19_USA_CT-CDC-QDX22785050|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22782705|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22782900|2021-03-09	CT
hCoV-19_USA_CT-Yale-2743|2021-03-20	CT
hCoV-19_USA_CT-Yale-2747|2021-03-18	CT
hCoV-19_USA_CT-Yale-2748|2021-03-19	CT
hCoV-19_USA_CT-Yale-2753|2021-03-19	CT
hCoV-19_USA_CT-Yale-2756|2021-03-18	CT
hCoV-19_USA_CT-Yale-2758|2021-03-20	CT
hCoV-19_USA_CT-Yale-2762|2021-03-19	CT
hCoV-19_USA_CT-Yale-2763|2021-03-20	CT
hCoV-19_USA_CT-CDCBI-CRSP_01788|2021-03-16	CT
hCoV-19_USA_CT-CDCBI-CRSP_01796|2021-03-16	CT
hCoV-19_USA_CT-CDCBI-CRSP_01802|2021-03-18	CT
hCoV-19_USA_CT-JAX-JAX000735|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000738|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000739|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000779|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000780|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000783|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000784|2021-04-03	CT
hCoV-19_USA_CT-JAX-JAX000785|2021-04-02	CT
hCoV-19_USA_CT-JAX-JAX000786|2021-04-02	CT
hCoV-19_USA_CT-CDC-LC0033081|2021-03-19	CT
hCoV-19_USA_CT-CDC-ASC210004048|2021-03-11	CT
hCoV-19_USA_CT-CDC-QDX22947992|2021-03-13	CT
hCoV-19_USA_CT-CDC-QDX22948107|2021-03-13	CT
hCoV-19_USA_CT-CDC-QDX22948097|2021-03-14	CT
hCoV-19_USA_CT-CDC-QDX23012934|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23013017|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23010847|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23089625|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23175118|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23177474|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23173188|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23173744|2021-03-20	CT
hCoV-19_USA_CT-Yale-3072|2021-03-25	CT
hCoV-19_USA_CT-Yale-3073|2021-03-24	CT
hCoV-19_USA_CT-Yale-3075|2021-03-24	CT
hCoV-19_USA_CT-Yale-3076|2021-03-24	CT
hCoV-19_USA_CT-Yale-3077|2021-03-24	CT
hCoV-19_USA_CT-Yale-3078|2021-03-24	CT
hCoV-19_USA_CT-Yale-3079|2021-03-24	CT
hCoV-19_USA_CT-Yale-3084|2021-03-24	CT
hCoV-19_USA_CT-Yale-3085|2021-03-25	CT
hCoV-19_USA_CT-Yale-3086|2021-03-24	CT
hCoV-19_USA_CT-Yale-3090|2021-03-25	CT
hCoV-19_USA_CT-CDC-LC0036512|2021-03-28	CT
hCoV-19_USA_CT-JAX-JAX000830|2021-04-06	CT
hCoV-19_USA_CT-JAX-JAX000876|2021-04-08	CT
hCoV-19_USA_CT-JAX-JAX000930|2021-04-09	CT
hCoV-19_USA_CT-JAX-JAX000952|2021-04-09	CT
hCoV-19_USA_CT-CDC-ASC210009886|2021-03-18	CT
hCoV-19_USA_CT-CDC-ASC210009914|2021-03-18	CT
hCoV-19_USA_CT-CDC-ASC210009915|2021-03-18	CT
hCoV-19_USA_CT-Yale-3543|2021-04-05	CT
hCoV-19_USA_CT-Yale-3544|2021-04-05	CT
hCoV-19_USA_CT-Yale-3545|2021-04-05	CT
hCoV-19_USA_CT-Yale-3546|2021-04-05	CT
hCoV-19_USA_CT-Yale-3553|2021-04-06	CT
hCoV-19_USA_CT-Yale-3554|2021-04-05	CT
hCoV-19_USA_CT-Yale-3555|2021-04-05	CT
hCoV-19_USA_CT-Yale-3556|2021-04-05	CT
hCoV-19_USA_CT-Yale-3560|2021-04-06	CT
hCoV-19_USA_CT-Yale-3562|2021-04-05	CT
hCoV-19_USA_CT-Yale-3563|2021-04-05	CT
hCoV-19_USA_CT-CDC-STM-000048962|2021-04-01	CT
hCoV-19_USA_CT-CDC-STM-000049659|2021-04-05	CT
hCoV-19_USA_CT-CDC-STM-000049645|2021-04-03	CT
hCoV-19_USA_CT-CDC-LC0040265|2021-04-03	CT
hCoV-19_USA_CT-CDC-LC0040122|2021-04-04	CT
hCoV-19_USA_CT-CDC-LC0040546|2021-04-03	CT
hCoV-19_USA_CT-CDC-LC0040969|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0041707|2021-04-02	CT
hCoV-19_USA_CT-CDC-ASC210022585|2021-03-26	CT
hCoV-19_USA_CT-CDC-ASC210025469|2021-03-28	CT
hCoV-19_USA_CT-CDC-ASC210042392|2021-04-02	CT
hCoV-19_USA_CT-CDC-ASC210042394|2021-04-02	CT
hCoV-19_USA_CT-CDC-IBX162037736466|2021-03-23	CT
hCoV-19_USA_CT-CDC-QDX23678299|2021-04-05	CT
hCoV-19_USA_CT-CDC-QDX23678350|2021-04-05	CT
hCoV-19_USA_CT-CDC-QDX23678231|2021-04-05	CT
hCoV-19_USA_CT-Yale-2554|2021-03-13	CT
hCoV-19_USA_CT-Yale-2555|2021-03-13	CT
hCoV-19_USA_CT-Yale-2561|2021-03-14	CT
hCoV-19_USA_CT-Yale-2565|2021-03-13	CT
hCoV-19_USA_CT-Yale-2566|2021-03-13	CT
hCoV-19_USA_CT-Yale-2568|2021-03-10	CT
hCoV-19_USA_CT-Yale-2570|2021-03-11	CT
hCoV-19_USA_CT-Yale-2577|2021-03-20	CT
hCoV-19_USA_CT-Yale-2579|2021-03-15	CT
hCoV-19_USA_CT-Yale-2580|2021-03-10	CT
hCoV-19_USA_CT-Yale-2581|2021-03-15	CT
hCoV-19_USA_CT-Yale-2582|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000557|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000559|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000561|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000562|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000563|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000564|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000565|2021-03-26	CT
hCoV-19_USA_CT-JAX-JAX000566|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000567|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000568|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000571|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000573|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000577|2021-03-25	CT
